time,seconds_elapsed,z,y,x
1781801311043157200,0.0911572265625,-0.8025479316711426,-0.4723854064941406,-0.15295827388763428
1781801311059166700,0.107166748046875,-1.0640664100646973,-0.5714554786682129,-0.127516508102417
1781801311075176000,0.123176025390625,-0.8739223480224609,-0.6214137077331543,-0.2498185634613037
1781801311091183000,0.13918310546875,-0.3542642593383789,-0.6086311340332031,-0.28324127197265625
1781801311107189200,0.155189208984375,0.1137542724609375,-0.6112232208251953,-0.21044957637786865
1781801311123196200,0.171196044921875,0.2543983459472656,-0.47927379608154297,0.12686550617218018
1781801311139196000,0.18719580078125,0.08713817596435547,-0.44482898712158203,0.33581840991973877
1781801311155201800,0.203201904296875,-0.3584785461425781,-0.6073577404022217,0.3331329822540283
1781801311171210200,0.219210205078125,-0.6422634124755859,-0.7225699424743652,0.2281513214111328
1781801311187222500,0.235222412109375,-0.37310123443603516,-0.6215839385986328,0.17207694053649902
1781801311203227000,0.251226806640625,0.3127412796020508,-0.491391658782959,0.3889756202697754
1781801311219236900,0.26723681640625,0.7401399612426758,-0.3188786506652832,0.6590876579284668
1781801311235239400,0.283239501953125,0.5843181610107422,-0.34392452239990234,0.6108756065368652
1781801311251245300,0.299245361328125,-2.0496788024902344,-1.8979345560073853,4.84942626953125
1781801311267253800,0.315253662109375,1.35638427734375,0.5098836421966553,-0.8052303791046143
1781801311283263200,0.33126318359375,1.339019775390625,-0.5457859039306641,-0.13431787490844727
1781801311299269000,0.34726904296875,1.436471939086914,-0.06667661666870117,-0.25543999671936035
1781801311315266000,0.36326611328125,1.228384017944336,-0.31248021125793457,-1.0240037441253662
1781801311331266600,0.3792666015625,1.591080665588379,-0.2600517272949219,-2.2952213287353516
1781801311347270000,0.395269775390625,1.654404640197754,0.10340118408203125,-1.5834834575653076
1781801311363274000,0.41127392578125,0.41979408264160156,0.4285461902618408,1.1176424026489258
1781801311379276500,0.427276611328125,-0.7385692596435547,0.5638875961303711,3.8147921562194824
1781801311395280600,0.44328076171875,-5.88438606262207,-1.018086314201355,3.183546781539917
1781801311411280400,0.4592802734375,0.26145362854003906,1.2036136388778687,3.5304653644561768
1781801311427281000,0.475281005859375,-0.053192138671875,0.8931546211242676,1.6541776657104492
1781801311443281000,0.491281005859375,0.008223533630371094,1.2246127128601074,1.2611896991729736
1781801311459282700,0.50728271484375,-0.5451297760009766,1.6041367053985596,0.7461439371109009
1781801311475290600,0.52329052734375,-0.205230712890625,0.8539373874664307,1.035500168800354
1781801311491295500,0.53929541015625,0.7562837600708008,0.15798699855804443,0.47231584787368774
1781801311507298800,0.555298828125,0.8179483413696289,0.273342490196228,0.5503126382827759
1781801311523304000,0.571303955078125,0.9411306381225586,2.180549144744873,-0.5877171754837036
1781801311539314700,0.587314697265625,-0.12330150604248047,0.1585249900817871,1.9789637327194214
1781801311555319300,0.6033193359375,0.9120111465454102,1.8898663520812988,0.2684786915779114
1781801311571319800,0.61931982421875,-0.6596698760986328,0.8739590644836426,1.0079472064971924
1781801311587313200,0.635313232421875,-0.9711370468139648,1.2843612432479858,1.4393377304077148
1781801311603312400,0.6513125,-0.5262508392333984,1.6595005989074707,0.5447072982788086
1781801311619308500,0.66730859375,-0.15874385833740234,1.1684749126434326,0.2660861611366272
