time,seconds_elapsed,z,y,x
1781801311043157200,0.0911572265625,7.536946773529053,4.436455726623535,1.436521053314209
1781801311059166700,0.107166748046875,7.264008045196533,4.347870349884033,1.4891934394836426
1781801311075176000,0.123176025390625,7.462726593017578,4.288015365600586,1.3527239561080933
1781801311091183000,0.13918310546875,8.039729118347168,4.218583583831787,1.2689268589019775
1781801311107189200,0.155189208984375,8.604761123657227,4.065354347229004,1.2737152576446533
1781801311123196200,0.171196044921875,8.829815864562988,4.036623954772949,1.623268723487854
1781801311139196000,0.18719580078125,8.71728801727295,3.931279182434082,1.9297266006469727
1781801311155201800,0.203201904296875,8.307879447937012,3.646369218826294,2.056619167327881
1781801311171210200,0.219210205078125,8.054094314575195,3.4141316413879395,2.0805611610412598
1781801311187222500,0.235222412109375,8.360552787780762,3.3901896476745605,2.121262788772583
1781801311203227000,0.251226806640625,9.090784072875977,3.3662476539611816,2.4468741416931152
1781801311219236900,0.26723681640625,9.564835548400879,3.3494882583618164,2.8586769104003906
1781801311235239400,0.283239501953125,9.437943458557129,3.155557870864868,2.964021682739258
1781801311251245300,0.299245361328125,6.586448669433594,1.158793568611145,8.348581314086914
1781801311267253800,0.315253662109375,10.034099578857422,3.6535518169403076,2.5091233253479004
1781801311283263200,0.33126318359375,10.146626472473145,2.3750481605529785,3.0382418632507324
1781801311299269000,0.34726904296875,10.342951774597168,2.7222073078155518,2.7557260990142822
1781801311315266000,0.36326611328125,10.271124839782715,2.3343467712402344,1.6950948238372803
1781801311331266600,0.3792666015625,10.84094524383545,2.2409727573394775,-0.2082955539226532
1781801311347270000,0.395269775390625,11.044452667236328,2.518700122833252,-0.11252748221158981
1781801311363274000,0.41127392578125,9.837775230407715,2.80361008644104,2.470816135406494
1781801311379276500,0.427276611328125,8.719682693481445,2.8826189041137695,4.970362663269043
1781801311395280600,0.44328076171875,3.643975019454956,1.1492167711257935,4.010287761688232
1781801311411280400,0.4592802734375,9.861717224121094,3.1459810733795166,4.01268196105957
1781801311427281000,0.475281005859375,9.591172218322754,2.6575639247894287,1.8626888990402222
1781801311443281000,0.491281005859375,9.677363395690918,2.8586769104003906,1.3503297567367554
1781801311459282700,0.50728271484375,9.138668060302734,3.1507694721221924,0.7948749661445618
1781801311475290600,0.52329052734375,9.488221168518066,2.33913516998291,1.0749965906143188
1781801311491295500,0.53929541015625,10.45547866821289,1.6041151285171509,0.5410895943641663
1781801311507298800,0.555298828125,10.515334129333496,1.7310078144073486,0.629675030708313
1781801311523304000,0.571303955078125,10.627861022949219,3.708618402481079,-0.5363011956214905
1781801311539314700,0.587314697265625,9.543288230895996,1.8100165128707886,1.9823989868164062
1781801311555319300,0.6033193359375,10.565611839294434,3.6152446269989014,0.3064578175544739
1781801311571319800,0.61931982421875,8.973467826843262,2.7102363109588623,0.9744400978088379
1781801311587313200,0.635313232421875,8.638279914855957,3.2393548488616943,1.3527239561080933
1781801311603312400,0.6513125,9.062053680419922,3.7158010005950928,0.4644751250743866
1781801311619308500,0.66730859375,9.409213066101074,3.318363666534424,0.21547815203666687
1781801311635307800,0.683307861328125,9.114726066589355,2.849100112915039,0.6224924325942993
1781801311651305200,0.69930517578125,9.351752281188965,3.023876667022705,0.33758243918418884
1781801311667299000,0.715299072265625,9.114726066589355,2.6599581241607666,0.5961562395095825
1781801311683292200,0.731292236328125,9.57441234588623,2.671929121017456,0.3998316824436188
1781801311699291600,0.747291748046875,9.679757118225098,2.5258827209472656,0.08619125932455063
1781801311715289600,0.76328955078125,9.622296333312988,2.363077163696289,0.09576806426048279
1781801311731292700,0.779292724609375,10.029311180114746,2.3965959548950195,-0.47644615173339844
1781801311747303000,0.795302978515625,13.417106628417969,0.9816226959228516,0.19871874153614044
1781801311763312600,0.811312744140625,9.497797966003418,2.2026655673980713,-0.7038952708244324
1781801311779323000,0.827322998046875,9.366117477416992,1.4077905416488647,-0.3734954595565796
1781801311795331000,0.8433310546875,9.435548782348633,1.4197616577148438,-0.3471592366695404
1781801311811344100,0.85934423828125,9.311050415039062,1.3670891523361206,-0.33758243918418884
1781801311827355400,0.87535546875,8.951920509338379,1.6136919260025024,-0.19393034279346466
1781801311843364000,0.891364013671875,9.29189682006836,1.4987702369689941,-0.17477671802043915
1781801311859376400,0.90737646484375,9.188945770263672,1.4293384552001953,-0.22026655077934265
1781801311875383800,0.9233837890625,8.724471092224121,1.601720929145813,-0.1867477297782898
1781801311891386600,0.93938671875,8.681375503540039,1.721431016921997,-0.4141969084739685
1781801311907391200,0.95539111328125,9.390059471130371,2.169146776199341,-0.44771572947502136
1781801311923402000,0.971402099609375,9.100360870361328,2.31758713722229,-1.4891934394836426
1781801311939414300,0.987414306640625,10.11550235748291,2.432508945465088,-1.5322890281677246
1781801311955419100,1.003419189453125,9.469067573547363,2.22660756111145,-0.9145850539207458
1781801311971421200,1.019421142578125,9.105149269104004,2.4636335372924805,-0.7781155705451965
