time,seconds_elapsed,z,y,x
1781801335496902700,0.070902587890625,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335512916700,0.086916748046875,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335528932600,0.1029326171875,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335544947200,0.118947265625,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335560956700,0.134956787109375,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335576969500,0.150969482421875,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335592974800,0.166974853515625,0.0006108652451075613,-0.031154127791523933,0.001832595793530345
1781801335608982800,0.182982666015625,0.003054326167330146,-0.04214970022439957,-0.00427605677396059
1781801335624988400,0.198988525390625,0.0024434609804302454,-0.13316862285137177,-0.04764748737215996
1781801335640993300,0.2149931640625,0.0012217304902151227,0.021991148591041565,0.029932396486401558
1781801335656995800,0.230995849609375,0.003054326167330146,-0.05192354694008827,-0.005497787147760391
1781801335673000400,0.24700048828125,0.0012217304902151227,-0.024434609338641167,0.006108652334660292
1781801335688999700,0.262999755859375,0.0012217304902151227,-0.018325956538319588,0.00855211354792118
1781801335704997600,0.27899755859375,0.0024434609804302454,-0.02382374368607998,0.006719517521560192
1781801335720997600,0.29499755859375,0.001832595793530345,-0.021991148591041565,0.00855211354792118
1781801335736997600,0.31099755859375,0.0012217304902151227,-0.02076941914856434,0.00733038317412138
1781801335752998000,0.326997802734375,0.0024434609804302454,-0.02015855349600315,0.00733038317412138
1781801335769005300,0.34300537109375,0.0006108652451075613,-0.021380282938480377,0.005497787147760391
1781801335785012700,0.3590126953125,0.001832595793530345,-0.021991148591041565,0.007941247895359993
1781801335801023000,0.37502294921875,0.0012217304902151227,-0.021380282938480377,0.007941247895359993
1781801335817026000,0.391026123046875,0.0024434609804302454,-0.021380282938480377,0.00733038317412138
1781801335833032400,0.407032470703125,0.0006108652451075613,-0.02015855349600315,0.007941247895359993
1781801335849041200,0.423041259765625,0.0024434609804302454,-0.021991148591041565,0.006108652334660292
1781801335865047800,0.4390478515625,0.001832595793530345,-0.02076941914856434,0.00855211354792118
1781801335881053700,0.4550537109375,0.003054326167330146,-0.021380282938480377,0.006719517521560192
1781801335897056500,0.471056396484375,0.0006108652451075613,-0.021991148591041565,0.006719517521560192
1781801335913064400,0.487064453125,0.0012217304902151227,-0.022602014243602753,0.006719517521560192
1781801335929076000,0.503075927734375,0.003054326167330146,-0.02076941914856434,0.00733038317412138
