version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-S721B,1781801335426,2026-06-18_16-48-55,America/Recife,android,1.60.0,688cc5e1-6c89-4847-be48-ec7e0b853f5b,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,34
